"","area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"3608","36101",5,518,75,0,2024,2,"",5,9,9,9,213007,10471,345,1821,"",0.5,0.08,0.08,0.08,0.04,0.06,0.07,0.53,"N",1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3609","36103",5,518,75,0,2024,2,"",83,1097,1110,1139,59477686,1204899,37279,4102,"",0.32,0.52,0.52,0.52,0.55,0.24,0.24,1.06,"",9,12.2,143,15,159,16.7,142,14.2,9451198,18.9,82780,7.4,5290,16.5,124,3.1
"3610","36107",5,518,75,0,2024,2,"",4,6,6,6,144755,13174,284,1856,"",0.98,0.15,0.14,0.14,0.08,0.16,0.11,0.54,"N",2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3611","36109",5,518,75,0,2024,2,"",7,20,18,22,637111,37265,1040,2450,"",0.55,0.13,0.12,0.15,0.09,0.18,0.18,0.69,"",-1,-12.5,-6,-23.1,-8,-30.8,-6,-21.4,-243399,-27.6,-14240,-27.6,-362,-25.8,-90,-3.5
"3612","36111",5,518,75,0,2024,2,"",11,110,110,119,2935154,407703,10562,1998,"",0.41,0.6,0.59,0.63,0.38,0.97,0.88,0.64,"",1,10,7,6.8,8,7.8,15,14.4,496973,20.4,62246,18,2502,31,177,9.7
"3613","36113",5,518,75,0,2024,2,"",5,75,77,74,1648930,91941,3627,1684,"",0.45,0.68,0.67,0.6,0.36,0.34,0.42,0.56,"",1,25,31,70.5,34,79.1,32,76.2,692640,72.4,56207,157.3,2864,375.4,-27,-1.6
"3614","36115",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.17,0,0,0,0,0,0,0,"N",-1,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3615","36117",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3616","36119",5,518,75,0,2024,2,"",87,1280,1313,1331,98327874,1881236,82299,5783,"",0.5,0.95,0.98,0.97,1.2,0.66,0.98,1.24,"",12,16,-606,-32.1,-574,-30.4,-579,-30.3,-13674247,-12.2,1104351,142.2,59209,256.4,1235,27.2
"3617","36121",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3618","36999",5,518,75,0,2024,2,"",719,2715,2614,2633,114768750,3848376,135854,3326,"",2.5,4.61,4.46,4.43,2.46,2.75,2.86,0.55,"",180,33.4,190,7.5,69,2.7,7,0.3,-11046412,-8.8,-316925,-7.6,760,0.6,-447,-11.8
"3619","37000",3,518,55,0,2024,2,"",1,4,4,4,78349,29812,364,1507,"",0.33,0.04,0.04,0.04,0.04,0.45,7.91,1.02,"N",1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3620","37000",5,518,55,0,2024,2,"",1864,12450,12461,12372,460734854,91168950,654982,2852,"",1.09,0.81,0.81,0.81,0.69,0.86,1.01,0.85,"",201,12.1,-102,-0.8,-60,-0.5,438,3.7,68277577,17.4,15107083,19.9,70257,12,405,16.6
"3621","37001",5,518,75,0,2024,2,"",5,34,35,35,608272,347370,1527,1350,"",0.25,0.16,0.17,0.17,0.09,0.22,0.18,0.53,"",-1,-16.7,3,9.7,2,6.1,1,2.9,89331,17.2,46925,15.6,-1409,-48,128,10.5
"3622","37003",5,518,75,0,2024,2,"-",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3623","37009",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.28,0,0,0,0,0,0,0,"N",1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3624","37011",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3625","37013",5,518,75,0,2024,2,"N",3,0,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,0,"N",1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3626","37015",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3627","37019",5,518,75,0,2024,2,"",12,14,12,10,249970,133499,1355,1602,"",0.6,0.11,0.09,0.08,0.06,0.14,0.23,0.63,"",4,50,-15,-51.7,-17,-58.6,-17,-63,-418716,-62.6,-207205,-60.8,-2526,-65.1,-213,-11.7
"3628","37021",5,518,75,0,2024,2,"",56,270,272,275,17206169,1595875,16505,4860,"",0.94,0.62,0.62,0.63,1.06,0.47,0.85,1.7,"",9,19.1,79,41.4,75,38.1,78,39.6,1598626,10.2,546112,52,6664,67.7,-1297,-21.1
"3629","37023",5,518,75,0,2024,2,"N",3,0,0,0,0,0,0,0,"N",0.38,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3630","37025",5,518,75,0,2024,2,"",26,83,82,87,3562600,495542,5273,3262,"",0.87,0.3,0.3,0.32,0.35,0.28,0.52,1.15,"",8,44.4,16,23.9,16,24.2,21,31.8,691048,24.1,142888,40.5,1430,37.2,-68,-2
"3631","37027",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3632","37029",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.93,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3633","37031",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.08,0,0,0,0,0,0,0,"N",-3,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3634","37033",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.7,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3635","37035",5,518,75,0,2024,2,"N",14,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0,"N",2,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3636","37037",5,518,75,0,2024,2,"",15,24,26,25,844481,223724,2243,2598,"",1.52,0.42,0.45,0.43,0.44,0.51,0.89,1,"",7,87.5,13,118.2,14,116.7,12,92.3,555197,191.9,97330,77,965,75.5,744,40.1
"3637","37039",5,518,75,0,2024,2,"N",6,0,0,0,0,0,0,0,"N",1.41,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3638","37041",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",1.01,0,0,0,0,0,0,0,"N",1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3639","37045",5,518,75,0,2024,2,"N",6,0,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3640","37047",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,0,"N",-1,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3641","37049",5,518,75,0,2024,2,"N",6,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3642","37051",5,518,75,0,2024,2,"N",19,0,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,0,"N",7,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3643","37053",5,518,75,0,2024,2,"N",5,0,0,0,0,0,0,0,"N",1.11,0,0,0,0,0,0,0,"N",3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3644","37055",5,518,75,0,2024,2,"N",6,0,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,0,"N",1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3645","37057",5,518,75,0,2024,2,"N",5,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3646","37059",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3647","37061",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3648","37063",5,518,75,0,2024,2,"",85,315,307,310,9753198,1870233,15672,2415,"",1.6,0.42,0.42,0.42,0.21,0.47,0.67,0.5,"",12,16.4,-319,-50.3,-313,-50.5,-330,-51.6,-13360051,-57.8,-998873,-34.8,-7902,-33.5,-401,-14.2
"3649","37065",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3650","37067",5,518,75,0,2024,2,"",44,210,213,213,6086832,1644044,19583,2209,"",0.85,0.35,0.35,0.36,0.25,0.44,1.01,0.69,"",8,22.2,-29,-12.1,-25,-10.5,-29,-12,-1181131,-16.3,-100419,-5.8,-4144,-17.5,-124,-5.3
"3651","37069",5,518,75,0,2024,2,"",5,3,4,4,117842,68868,659,2472,"",0.65,0.07,0.09,0.09,0.07,0.22,0.37,0.87,"N",1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3652","37071",5,518,75,0,2024,2,"N",8,0,0,0,0,0,0,0,"N",0.31,0,0,0,0,0,0,0,"N",2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3653","37073",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",1.07,0,0,0,0,0,0,0,"N",1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3654","37075",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",1.92,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3655","37077",5,518,75,0,2024,2,"N",3,0,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,0,"N",2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3656","37079",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3657","37081",5,518,75,0,2024,2,"",48,332,327,323,11804158,2490580,12318,2774,"",0.6,0.37,0.36,0.36,0.34,0.39,0.35,0.92,"",10,26.3,-51,-13.3,-48,-12.8,-43,-11.7,345877,3,144650,6.2,701,6,421,17.9
"3658","37083",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.2,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3659","37085",5,518,75,0,2024,2,"",6,10,10,11,192625,97782,1019,1434,"",0.55,0.11,0.11,0.13,0.07,0.18,0.32,0.62,"N",5,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3660","37087",5,518,75,0,2024,2,"",6,13,10,9,348293,80378,804,2512,"",0.66,0.24,0.18,0.17,0.22,0.21,0.38,1.12,"N",3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3661","37089",5,518,75,0,2024,2,"N",14,0,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,0,"N",-3,-17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3662","37091",5,518,75,0,2024,2,"-",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3663","37093",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,0,"N",2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3664","37097",5,518,75,0,2024,2,"",21,38,38,39,929558,253133,848,1865,"",0.65,0.15,0.15,0.16,0.08,0.12,0.07,0.56,"",6,40,-8,-17.4,-8,-17.4,-6,-13.3,-203277,-17.9,-2931,-1.1,4,0.5,-43,-2.3
"3665","37099",5,518,75,0,2024,2,"N",7,0,0,0,0,0,0,0,"N",1.21,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3666","37101",5,518,75,0,2024,2,"",23,25,24,29,536587,213877,2494,1588,"",1,0.13,0.13,0.15,0.08,0.16,0.32,0.59,"",5,27.8,3,13.6,1,4.3,7,31.8,-3816,-0.7,32812,18.1,892,55.7,-273,-14.7
"3667","37105",5,518,75,0,2024,2,"",5,10,11,10,215356,88339,956,1603,"",0.59,0.12,0.13,0.12,0.07,0.14,0.29,0.57,"",-1,-16.7,5,100,5,83.3,5,100,56396,35.5,67369,321.3,678,243.9,-690,-30.1
"3668","37107",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3669","37109",5,518,75,0,2024,2,"",6,6,6,6,152073,41379,427,1950,"",0.5,0.07,0.07,0.07,0.05,0.06,0.1,0.71,"",0,0,-2,-25,-1,-14.3,-1,-14.3,-34539,-18.5,-8441,-16.9,-76,-15.1,-7,-0.4
"3670","37111",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3671","37113",5,518,75,0,2024,2,"N",6,0,0,0,0,0,0,0,"N",0.9,0,0,0,0,0,0,0,"N",1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3672","37115",5,518,75,0,2024,2,"",4,8,8,8,223985,29899,284,2154,"",1.53,0.57,0.58,0.6,0.54,0.35,0.52,0.92,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3673","37117",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3674","37119",5,518,75,0,2024,2,"",257,2939,2955,2944,139653565,23921524,140881,3646,"",1.07,1.19,1.2,1.19,1.05,1.3,1.27,0.87,"",37,16.8,-40,-1.3,-24,-0.8,-51,-1.7,23714362,20.5,6201279,35,26859,23.6,658,22
"3675","37121",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3676","37123",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.7,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3677","37125",5,518,75,0,2024,2,"N",11,0,0,0,0,0,0,0,"N",0.7,0,0,0,0,0,0,0,"N",4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3678","37127",5,518,75,0,2024,2,"N",3,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",-1,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3679","37129",5,518,75,0,2024,2,"",37,143,150,152,4865718,933451,10786,2523,"",0.73,0.35,0.37,0.37,0.3,0.31,0.58,0.83,"",2,5.7,42,41.6,50,50,46,43.4,1863202,62.1,321015,52.4,4134,62.1,266,11.8
"3680","37133",3,518,75,0,2024,2,"",1,4,4,4,78349,29812,364,1507,"",28.6,3.95,3.97,3.99,5.8,51.02,966.08,1.46,"N",1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3681","37133",5,518,75,0,2024,2,"",12,13,13,14,260532,142799,1248,1503,"",0.6,0.08,0.08,0.08,0.05,0.15,0.24,0.64,"",2,20,-23,-63.9,-23,-63.9,-23,-62.2,-433359,-62.5,-126438,-47,-410,-24.7,34,2.3
"3682","37135",5,518,75,0,2024,2,"",44,304,310,312,17565582,1314272,13579,4378,"",1.76,1.24,1.27,1.24,1.45,1.27,2.21,1.16,"",0,0,21,7.4,30,10.7,32,11.4,1449704,9,310046,30.9,2536,23,-34,-0.8
"3683","37137",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",1.25,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3684","37139",5,518,75,0,2024,2,"N",3,0,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,0,"N",1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3685","37141",5,518,75,0,2024,2,"",6,8,8,8,215281,32797,323,2070,"",0.67,0.17,0.17,0.17,0.15,0.11,0.17,0.9,"",1,20,2,33.3,2,33.3,1,14.3,8798,4.3,-11457,-25.9,-93,-22.4,-438,-17.5
"3686","37147",5,518,75,0,2024,2,"",9,19,18,18,420888,184213,1624,1766,"",0.44,0.07,0.07,0.07,0.04,0.14,0.2,0.59,"N",2,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3687","37149",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3688","37151",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3689","37155",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.1,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3690","37157",5,518,75,0,2024,2,"N",5,0,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,0,"N",2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3691","37159",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.07,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3692","37161",5,518,75,0,2024,2,"",5,82,82,84,4169353,207978,1603,3880,"",0.74,1.44,1.44,1.47,2.32,0.53,0.79,1.6,"N",2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3693","37167",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3694","37169",5,518,75,0,2024,2,"-",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3695","37171",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,0,"N",1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3696","37173",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,0,"N",-2,-66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3697","37175",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.17,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3698","37179",5,518,75,0,2024,2,"",41,74,85,73,2542387,507244,4798,2529,"",1.15,0.32,0.36,0.32,0.28,0.28,0.43,0.83,"",11,36.7,30,68.2,40,88.9,25,52.1,961663,60.8,245521,93.8,2339,95.1,-134,-5
"3699","37181",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3700","37183",5,518,75,0,2024,2,"",411,2758,2730,2742,101984255,18304105,139121,2860,"",1.77,1.35,1.34,1.35,1.02,1.27,1.55,0.76,"",53,14.8,-269,-8.9,-234,-7.9,-169,-5.8,13023607,14.6,-322342,-1.7,79,0.1,554,24
"3701","37185",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3702","37189",5,518,75,0,2024,2,"N",4,0,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3703","37191",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.09,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3704","37193",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3705","37195",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.2,0,0,0,0,0,0,0,"N",1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3706","37197",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.55,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3707","37199",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3708","37999",5,518,75,0,2024,2,"",488,3527,3527,3468,101539458,24873614,192001,2227,"",2.86,4.64,4.67,4.55,1.89,3.82,3.53,0.41,"",-10,-2,33,0.9,-19,-0.5,476,15.9,22990542,29.3,3143882,14.5,-1064,-0.6,420,23.2
"3709","38000",3,518,55,0,2024,2,"",2,58,53,51,778186,749635,600,1109,"",6.79,7.39,6.66,6.28,5.22,101.5,104.66,0.77,"",0,0,9,18.4,11,26.2,12,30.8,227640,41.3,203615,37.3,163,37.3,132,13.5
"3710","38000",5,518,55,0,2024,2,"",180,348,328,335,7452444,3825745,24741,1701,"",1.08,0.26,0.24,0.25,0.13,0.33,0.31,0.52,"",-21,-10.4,-85,-19.6,-82,-20,-85,-20.2,-1152004,-13.4,-813000,-17.5,-17331,-41.2,129,8.2
"3711","38003",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.95,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3712","38009",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.65,0,0,0,0,0,0,0,"N",-1,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3713","38015",5,518,75,0,2024,2,"N",20,0,0,0,0,0,0,0,"N",0.99,0,0,0,0,0,0,0,"N",-2,-9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3714","38017",3,518,75,0,2024,2,"",1,3,5,5,67460,67460,54,1198,"",13.09,1.27,2.11,2.08,1.51,29.73,30.63,0.83,"",0,0,3,100,5,100,5,100,67460,100,67460,100,54,100,1198,100
"3715","38017",5,518,75,0,2024,2,"",85,145,139,139,3913513,1707483,11212,2135,"",1.96,0.36,0.35,0.35,0.23,0.47,0.45,0.65,"",-15,-15,-102,-41.3,-82,-37.1,-84,-37.7,-1322219,-25.3,-565608,-24.9,-4713,-29.6,386,22.1
"3716","38021",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.8,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3717","38035",5,518,75,0,2024,2,"",12,19,19,19,412371,255534,1439,1670,"",0.94,0.15,0.15,0.15,0.08,0.27,0.25,0.55,"",-6,-33.3,4,26.7,1,5.6,1,5.6,91809,28.6,27822,12.2,-388,-21.2,219,15.1
"3718","38043",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",1.68,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3719","38045",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.92,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3720","38053",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3721","38055",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,0,"N",1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3722","38057",5,518,75,0,2024,2,"N",3,0,0,0,0,0,0,0,"N",2,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3723","38059",5,518,75,0,2024,2,"",10,12,11,11,215827,146375,639,1465,"",1.76,0.32,0.28,0.27,0.14,0.43,0.24,0.49,"",1,11.1,-41,-77.4,-42,-79.2,-42,-79.2,-404035,-65.2,-364313,-71.3,-4608,-87.8,565,62.8
"3724","38061",3,518,75,0,2024,2,"",1,55,48,46,710726,682175,546,1101,"",233.4,562.02,486.64,445.92,317.89,6023.64,7026.31,0.64,"",0,0,6,12.2,6,14.3,7,17.9,160180,29.1,136155,24.9,109,24.9,124,12.7
"3725","38071",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3726","38073",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",1.69,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3727","38077",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3728","38079",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.77,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3729","38089",5,518,75,0,2024,2,"N",1,0,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3730","38093",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3731","38097",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",1.06,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3732","38099",5,518,75,0,2024,2,"N",2,0,0,0,0,0,0,0,"N",0.84,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3733","38101",5,518,75,0,2024,2,"N",7,0,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,0,"N",-1,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
